ID	Name	Formula	Compartment	CompartmentName	Boundary	LigandCompound	MetaCyc	ModelSeed	ChEBI
M_r859	crotonyl-CoA		C_1	Cytoplasm	false				
M_r860	CTP		C_1	Cytoplasm	false				
M_r864	cyclic-AMP		C_1	Cytoplasm	false				
M_r865	Cys-Gly		C_1	Cytoplasm	false				
M_r866	cystathionine		C_1	Cytoplasm	false				
M_r867	cytidine		C_1	Cytoplasm	false				
M_r103	cytosine		C_3	External	true				
M_r211	cytosine		C_3	External	true				
M_r868	cytosine		C_1	Cytoplasm	false				
M_r871	cytosine		C_2	Extracellular	false				
M_r876	D-4-hydroxy-2-keto-glutarate		C_1	Cytoplasm	false				
M_r877	D-4'-phosphopantothenate		C_1	Cytoplasm	false				
M_r878	dADP		C_1	Cytoplasm	false				
M_r104	D-alanine		C_3	External	true				
M_r213	D-alanine		C_3	External	true				
M_r879	D-alanine		C_1	Cytoplasm	false				
M_r880	D-alanine		C_2	Extracellular	false				
M_r882	D-alanyl-D-alanine		C_1	Cytoplasm	false				
M_r872	D-alpha,beta-D-heptose-7-phosphate		C_1	Cytoplasm	false				
M_r42	dAMP		C_1	Cytoplasm	false				
M_r884	D-arabinose 5-phosphate		C_1	Cytoplasm	false				
M_r885	D-aspartate		C_1	Cytoplasm	false				
M_r886	dATP		C_1	Cytoplasm	false				
M_r873	D-beta-D-heptose-1,7-bisphosphate		C_1	Cytoplasm	false				
M_r874	D-beta-D-heptose-1-phosphate		C_1	Cytoplasm	false				
M_r26	Decanoate (n-C10:0)		C_1	Cytoplasm	false				
M_r86	Decanoate (n-C10:0)		C_2	Extracellular	false				
M_r107	Decanoate (n-C10:0)		C_3	External	true				
M_r216	Decanoate (n-C10:0)		C_3	External	true				
M_r4	Decanoyl-ACP (n-C10:0ACP)		C_1	Cytoplasm	false				
M_r11	Decanoyl-CoA (n-C10:0CoA)		C_1	Cytoplasm	false				
M_r888	dCDP		C_1	Cytoplasm	false				
M_r889	dCMP		C_1	Cytoplasm	false				
M_r890	dCTP		C_1	Cytoplasm	false				
M_r105	D-cysteine		C_3	External	true				
M_r214	D-cysteine		C_3	External	true				
M_r283	D-cysteine		C_2	Extracellular	false				
M_r891	D-cysteine		C_1	Cytoplasm	false				
M_r14	trans-Dodec-2-enoyl-CoA		C_1	Cytoplasm	false				
M_r27	Dodecanoate (n-C12:0)		C_1	Cytoplasm	false				
M_r87	Dodecanoate (n-C12:0)		C_2	Extracellular	false				
M_r120	Dodecanoate (n-C12:0)		C_3	External	true				
M_r226	Dodecanoate (n-C12:0)		C_3	External	true				
M_r5	Dodecanoyl-ACP (n-C12:0ACP)		C_1	Cytoplasm	false				
M_r12	Dodecanoyl-CoA (n-C12:0CoA)		C_1	Cytoplasm	false				
M_r893	deamido-NAD		C_1	Cytoplasm	false				
M_r703	Delta3-isopentenyl-PP		C_1	Cytoplasm	false				
M_r895	deoxyadenosine		C_1	Cytoplasm	false				
M_r43	deoxycytidine		C_1	Cytoplasm	false				
M_r896	deoxyguanosine		C_1	Cytoplasm	false				
M_r897	deoxyinosine		C_1	Cytoplasm	false				
M_r899	dephospho-CoA		C_1	Cytoplasm	false				
M_r900	D-erythro-imidazole-glycerol-phosphate		C_1	Cytoplasm	false				
M_r901	D-erythrose-4-phosphate		C_1	Cytoplasm	false				
M_r902	dethiobiotin		C_1	Cytoplasm	false				
M_r108	D-fructose		C_3	External	true				
M_r495	D-fructose		C_1	Cytoplasm	false				
M_r904	D-fructose		C_2	Extracellular	false				
M_r905	D-galactarate		C_1	Cytoplasm	false				
M_r109	D-galactonate		C_3	External	true				
M_r217	D-galactonate		C_3	External	true				
M_r906	D-galactonate		C_1	Cytoplasm	false				
M_r907	D-galactonate		C_2	Extracellular	false				
M_r909	dGDP		C_1	Cytoplasm	false				
M_r188	D-glucarate		C_3	External	true				
M_r272	D-glucarate		C_3	External	true				
M_r910	D-glucarate		C_1	Cytoplasm	false				
M_r911	D-glucarate		C_2	Extracellular	false				
M_r912	D-glucono-delta-lactone-6-phosphate		C_1	Cytoplasm	false				
M_r913	D-glucosamine 1-phosphate		C_1	Cytoplasm	false				
M_r915	D-glucosamine-6-phosphate		C_1	Cytoplasm	false				
M_r917	D-glucuronolactone		C_1	Cytoplasm	false				
M_r918	D-glutamate		C_1	Cytoplasm	false				
M_r919	D-glyceraldehyde-3-phosphate		C_1	Cytoplasm	false				
M_r41	dGMP		C_1	Cytoplasm	false				
M_r920	dGTP		C_1	Cytoplasm	false				
M_r921	diacetyl		C_1	Cytoplasm	false				
M_r922	diadenosine pentaphosphate		C_1	Cytoplasm	false				
M_r926	dihydrolipoate		C_1	Cytoplasm	false				
M_r547	dihydrolipoyltranssuccinylase N6-(dihydrolipoyl)lysine		C_1	Cytoplasm	false				
M_r528	dihydrolipoyltranssuccinylase N6-(lipoyl)lysine		C_1	Cytoplasm	false				
M_r546	dihydrolipoyltranssuccinylase N6-(S-succinyldihydrolipoyl)lysine		C_1	Cytoplasm	false				
M_r927	dihydro-monapterin		C_1	Cytoplasm	false				
M_r40	dihydromonapterin phosphate		C_1	Cytoplasm	false				
M_r928	dihydromonapterin-triphosphate		C_1	Cytoplasm	false				
M_r929	dihydro-neo-pterin		C_1	Cytoplasm	false				
M_r930	dihydroneopterin phosphate		C_1	Cytoplasm	false				
M_r931	dihydroorotate		C_1	Cytoplasm	false				
M_r932	dihydrouracil		C_1	Cytoplasm	false				
M_r933	dihydroxy-acetone-phosphate		C_1	Cytoplasm	false				
M_r934	DIMBOA		C_1	Cytoplasm	false				
M_r935	DIMBOA-Glc		C_1	Cytoplasm	false				
M_r938	dimethylallyl-PP		C_1	Cytoplasm	false				
M_r939	dimethylbenzimidazole		C_1	Cytoplasm	false				
M_r940	dimethylglycine		C_1	Cytoplasm	false				
M_r942	diphosphate		C_1	Cytoplasm	false				
M_r943	di-trans,poly-cis-decaprenyl diphosphate		C_1	Cytoplasm	false				
M_r950	di-trans,poly-cis-undecaprenyl diphosphate		C_1	Cytoplasm	false				
M_r951	di-trans,poly-cis-undecaprenyl phosphate		C_1	Cytoplasm	false				
M_r115	D-lactate		C_3	External	true				
M_r220	D-lactate		C_3	External	true				
M_r286	D-lactate		C_2	Extracellular	false				
M_r953	D-lactate		C_1	Cytoplasm	false				
M_r116	D-malate		C_3	External	true				
M_r221	D-malate		C_3	External	true				
M_r287	D-malate		C_1	Cytoplasm	false				
M_r288	D-malate		C_2	Extracellular	false				
M_r119	D-methionine		C_3	External	true				
M_r225	D-methionine		C_3	External	true				
M_r956	D-methionine		C_1	Cytoplasm	false				
M_r957	D-methionine		C_2	Extracellular	false				
M_r960	D-myo-inositol (3)-monophosphate		C_1	Cytoplasm	false				
M_r121	D-ribose		C_3	External	true				
M_r459	D-ribose		C_1	Cytoplasm	false				
M_r962	D-ribose		C_2	Extracellular	false				
M_r963	D-ribose-5-phosphate		C_1	Cytoplasm	false				
M_r964	D-ribulose-5-phosphate		C_1	Cytoplasm	false				
M_r965	D-sedoheptulose-7-phosphate		C_1	Cytoplasm	false				
M_r106	D-serine		C_3	External	true				
M_r215	D-serine		C_3	External	true				
M_r966	D-serine		C_1	Cytoplasm	false				
M_r967	D-serine		C_2	Extracellular	false				
M_r968	D-sorbitol		C_1	Cytoplasm	false				
M_r971	dTDP		C_1	Cytoplasm	false				
M_r974	dTDP-4-dehydro-6-deoxy-D-glucose		C_1	Cytoplasm	false				
M_r975	dTDP-4-dehydro-6-deoxy-L-mannose		C_1	Cytoplasm	false				
M_r972	dTDP-alpha-L-rhamnose		C_1	Cytoplasm	false				
M_r977	dTDP-D-glucose		C_1	Cytoplasm	false				
M_r978	dTMP		C_1	Cytoplasm	false				
M_r979	dTTP		C_1	Cytoplasm	false				
M_r982	dUDP		C_1	Cytoplasm	false				
M_r983	dUMP		C_1	Cytoplasm	false				
M_r984	dUTP		C_1	Cytoplasm	false				
M_r122	D-xylose		C_3	External	true				
M_r292	D-xylose		C_2	Extracellular	false				
M_r985	D-xylose		C_1	Cytoplasm	false				
M_r986	D-xylulose		C_1	Cytoplasm	false				
M_r987	D-xylulose-5-phosphate		C_1	Cytoplasm	false				
M_r993	erythronate-4-phosphate		C_1	Cytoplasm	false				
M_r316	ethanesulfonate		C_1	Cytoplasm	false				
M_r317	ethanesulfonate		C_2	Extracellular	false				
M_r318	ethanesulfonate		C_3	External	true				
M_r994	ethanol		C_1	Cytoplasm	false				
M_r995	ethanolamine		C_1	Cytoplasm	false				
M_r996	ethyl-(2R)-methyl-(3S)-hydroxybutanoate		C_1	Cytoplasm	false				
M_r997	ethyl-2-methylacetoacetate		C_1	Cytoplasm	false				
M_r998	ethylene glycol		C_1	Cytoplasm	false				
M_r1539	Exported alginate, DA=0.19		C_3	External	true				
M_r1540	Exported alginate, DA=0.32		C_3	External	true				
M_r1000	FAD		C_1	Cytoplasm	false				
M_r1001	FADH2		C_1	Cytoplasm	false				
M_r123	Fe2+		C_3	External	true				
M_r293	Fe2+		C_2	Extracellular	false				
M_r1004	Fe2+		C_1	Cytoplasm	false				
M_r294	Fe3+		C_1	Cytoplasm	false				
M_r295	Fe3+		C_2	Extracellular	false				
M_r1005	FMN		C_1	Cytoplasm	false				
M_r1006	FMNH2		C_1	Cytoplasm	false				
M_r1007	formaldehyde		C_1	Cytoplasm	false				
M_r1008	formamide		C_1	Cytoplasm	false				
M_r1009	formate		C_1	Cytoplasm	false				
M_r1010	formyl-L-methionyl peptide		C_1	Cytoplasm	false				
M_r1011	fructose-1,6-bisphosphate		C_1	Cytoplasm	false				
M_r1012	fructose-1-phosphate		C_1	Cytoplasm	false				
M_r1013	fructose-6-phosphate		C_1	Cytoplasm	false				
M_r125	fumarate		C_3	External	true				
M_r227	fumarate		C_3	External	true				
M_r296	fumarate		C_2	Extracellular	false				
M_r1016	fumarate		C_1	Cytoplasm	false				
M_r1020	gallate		C_1	Cytoplasm	false				
M_r714	gamma-butyrobetaine		C_1	Cytoplasm	false				
M_r1021	GDP		C_1	Cytoplasm	false				
M_r1023	GDP-4-dehydro-6-deoxy-D-mannose		C_1	Cytoplasm	false				
M_r1024	GDP-4-dehydro-6-L-deoxygalactose		C_1	Cytoplasm	false				
M_r1027	GDP-D-mannose		C_1	Cytoplasm	false				
M_r1029	GDP-D-rhamnose		C_1	Cytoplasm	false				
M_r1031	GDP-L-fucose		C_1	Cytoplasm	false				
M_r1032	GDP-mannuronate		C_1	Cytoplasm	false				
M_r1033	geranoyl-coA		C_1	Cytoplasm	false				
M_r1037	geranyl-PP		C_1	Cytoplasm	false				
M_r110	gluconate		C_3	External	true				
M_r218	gluconate		C_3	External	true				
M_r1038	gluconate		C_1	Cytoplasm	false				
M_r1039	gluconate		C_2	Extracellular	false				
M_r1040	glucono-delta-lactone		C_1	Cytoplasm	false				
M_r1041	glucosyl-heptosyl2-KDO2-lipid A		C_1	Cytoplasm	false				
M_r1042	glucosyl-heptosyl2-KDO2-lipid A-phosphate		C_1	Cytoplasm	false				
M_r1045	glutaconate		C_1	Cytoplasm	false				
M_r1046	glutaconyl-CoA		C_1	Cytoplasm	false				
M_r1048	glutamate-1-semialdehyde		C_1	Cytoplasm	false				
M_r1049	glutaminyl-tRNAGln		C_1	Cytoplasm	false				
M_r1050	glutamyl-tRNAGln		C_1	Cytoplasm	false				
M_r48	glutarate		C_1	Cytoplasm	false				
M_r1051	glutaryl-CoA		C_1	Cytoplasm	false				
M_r1052	glutathione		C_1	Cytoplasm	false				
M_r114	glyceraldehyde		C_3	External	true				
M_r219	glyceraldehyde		C_3	External	true				
M_r285	glyceraldehyde		C_2	Extracellular	false				
M_r1055	glyceraldehyde		C_1	Cytoplasm	false				
M_r1056	glycerate		C_1	Cytoplasm	false				
M_r126	glycerol		C_3	External	true				
M_r228	glycerol		C_3	External	true				
M_r1057	glycerol		C_1	Cytoplasm	false				
M_r1059	glycerol		C_2	Extracellular	false				
M_r128	glycine		C_3	External	true				
M_r230	glycine		C_3	External	true				
M_r1060	glycine		C_1	Cytoplasm	false				
M_r1063	glycine		C_2	Extracellular	false				
M_r129	glycine betaine		C_3	External	true				
M_r1061	glycine betaine		C_1	Cytoplasm	false				
M_r1062	glycine betaine		C_2	Extracellular	false				
M_r1064	glycolaldehyde		C_1	Cytoplasm	false				
M_r130	glycolate		C_3	External	true				
M_r231	glycolate		C_3	External	true				
M_r1065	glycolate		C_1	Cytoplasm	false				
M_r1066	glycolate		C_2	Extracellular	false				
M_r463	glycyl-tRNAgly		C_1	Cytoplasm	false				
M_r1067	glyoxylate		C_1	Cytoplasm	false				
M_r1068	GMP		C_1	Cytoplasm	false				
M_r1070	GTP		C_1	Cytoplasm	false				
M_r1071	guanine		C_1	Cytoplasm	false				
M_r1072	guanosine		C_1	Cytoplasm	false				
M_r1073	guanosine 3'-diphosphate 5'-triphosphate		C_1	Cytoplasm	false				
M_r1074	guanosine 5'-diphosphate,3'-diphosphate		C_1	Cytoplasm	false				
M_r131	H+		C_3	External	true				
M_r232	H+		C_3	External	true				
M_r1077	H+		C_1	Cytoplasm	true				
M_r1078	H+		C_2	Extracellular	true				
M_r1534	H+ involved in electron transport and ATP generation		C_1	Cytoplasm	false				
M_r1535	H+ involved in electron transport and ATP generation		C_2	Extracellular	false				
M_r132	H2		C_3	External	true				
M_r233	H2		C_3	External	true				
M_r297	H2		C_2	Extracellular	false				
M_r1079	H2		C_1	Cytoplasm	false				
M_r1081	H2CO3		C_1	Cytoplasm	false				
M_r133	H2O		C_3	External	true				
M_r234	H2O		C_3	External	true				
M_r298	H2O		C_2	Extracellular	true				
M_r1082	H2O		C_1	Cytoplasm	true				
M_r1083	H2O2		C_1	Cytoplasm	false				
M_r96	HCO3-		C_3	External	true				
M_r207	HCO3-		C_3	External	true				
M_r278	HCO3-		C_2	Extracellular	false				
M_r1085	HCO3-		C_1	Cytoplasm	false				
M_r28	Hexadecanoate (n-C16:0)		C_2	Extracellular	false				
M_r134	Hexadecanoate (n-C16:0)		C_3	External	true				
M_r236	Hexadecanoate (n-C16:0)		C_3	External	true				
M_r342	Hexadecanoate (n-C16:0)		C_1	Cytoplasm	false				
M_r18	trans-Hexadec-2-enoyl-CoA		C_1	Cytoplasm	false				
M_r6	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)		C_1	Cytoplasm	false				
M_r504	heme		C_1	Cytoplasm	false				
M_r505	heme		C_2	Extracellular	false				
M_r275	heme 		C_3	External	true				
M_r1086	heme o		C_1	Cytoplasm	false				
M_r1088	heptosyl2-KDO2-lipid A		C_1	Cytoplasm	false				
M_r1089	heptosyl-KDO2-lipid A		C_1	Cytoplasm	false				
M_r409	Hexanoyl-ACP (n-C6:0ACP)		C_1	Cytoplasm	false				
M_r189	Hg0		C_3	External	true				
M_r273	Hg0		C_3	External	true				
M_r1094	Hg0		C_1	Cytoplasm	false				
M_r1095	Hg0		C_2	Extracellular	false				
M_r1096	histidinal		C_1	Cytoplasm	false				
M_r1097	histidinol		C_1	Cytoplasm	false				
M_r1098	homogentisate		C_1	Cytoplasm	false				
M_r164	homoserine		C_3	External	true				
M_r263	homoserine		C_3	External	true				
M_r304	homoserine		C_2	Extracellular	false				
M_r1099	homoserine		C_1	Cytoplasm	false				
M_r8	trans-Hex-2-enoyl-CoA		C_1	Cytoplasm	false				
M_r29	Hexanoate (n-C6:0)		C_2	Extracellular	false				
M_r136	Hexanoate (n-C6:0)		C_3	External	true				
M_r237	Hexanoate (n-C6:0)		C_3	External	true				
M_r343	Hexanoate (n-C6:0)		C_1	Cytoplasm	false				
M_r9	Hexanoyl-CoA (n-C6:0CoA)		C_1	Cytoplasm	false				
M_r1101	hydrogen cyanide		C_1	Cytoplasm	false				
M_r1102	hydrogen sulfide		C_1	Cytoplasm	false				
M_r1104	hydrogenobyrinate		C_1	Cytoplasm	false				
M_r1105	hydrogenobyrinate a,c-diamide		C_1	Cytoplasm	false				
M_r1106	hydroxymethylbilane		C_1	Cytoplasm	false				
M_r1107	hydroxymethylpyrimidine		C_1	Cytoplasm	false				
M_r1108	hydroxymethylpyrimidine phosphate		C_1	Cytoplasm	false				
M_r1109	hydroxypyruvate		C_1	Cytoplasm	false				
M_r1110	hypoxanthine		C_1	Cytoplasm	false				
M_r1112	imidazole acetol-phosphate		C_1	Cytoplasm	false				
M_r1113	iminoaspartate		C_1	Cytoplasm	false				
M_r1115	indole		C_1	Cytoplasm	false				
M_r1116	indole-3-acetamide		C_1	Cytoplasm	false				
M_r1117	indole-3-acetate		C_1	Cytoplasm	false				
M_r1118	indole-3-acetonitrile		C_1	Cytoplasm	false				
M_r1119	indole-3-glycerol-phosphate		C_1	Cytoplasm	false				
M_r1120	inosine		C_1	Cytoplasm	false				
M_r1121	inosine-5'-phosphate		C_1	Cytoplasm	false				
M_r1123	isoamyl alcohol		C_1	Cytoplasm	false				
M_r1124	isobutanal		C_1	Cytoplasm	false				
M_r1126	isobutanol		C_1	Cytoplasm	false				
M_r1127	isobutyryl-CoA		C_1	Cytoplasm	false				
M_r1128	isochorismate		C_1	Cytoplasm	false				
M_r137	isocitrate		C_3	External	true				
M_r238	isocitrate		C_3	External	true				
M_r299	isocitrate		C_2	Extracellular	false				
M_r1129	isocitrate		C_1	Cytoplasm	false				
M_r1131	isopropylmaleate		C_1	Cytoplasm	false				
M_r1135	isovaleryl-CoA		C_1	Cytoplasm	false				
M_r138	K+		C_3	External	true				
M_r239	K+		C_3	External	true				
M_r1138	K+		C_1	Cytoplasm	true				
M_r1139	K+		C_2	Extracellular	true				
M_r1140	KDO2-(lauroyl)-lipid IVA		C_1	Cytoplasm	false				
M_r1141	KDO2-(palmitoleoyl)-lipid IVA		C_1	Cytoplasm	false				
M_r1142	KDO2-lipid A		C_1	Cytoplasm	false				
M_r1143	KDO2-lipid A, cold adapted		C_1	Cytoplasm	false				
M_r1144	KDO2-lipid IVA		C_1	Cytoplasm	false				
M_r1146	L,L-diaminopimelate		C_1	Cytoplasm	false				
M_r1149	L-2,3-dihydrodipicolinate		C_1	Cytoplasm	false				
M_r1150	L-2,4-diaminobutanoate		C_1	Cytoplasm	false				
M_r139	L-alanine		C_3	External	true				
M_r240	L-alanine		C_3	External	true				
M_r332	L-alanine		C_2	Extracellular	false				
M_r1156	L-alanine		C_1	Cytoplasm	false				
M_r64	L-alanyl-tRNAala		C_1	Cytoplasm	false				
M_r1157	L-allo-threonine		C_1	Cytoplasm	false				
M_r327	L-arabinose		C_3	External	true				
M_r524	L-arabinose		C_1	Cytoplasm	false				
M_r525	L-arabinose		C_2	Extracellular	false				
M_r140	L-arginine		C_3	External	true				
M_r241	L-arginine		C_3	External	true				
M_r1160	L-arginine		C_1	Cytoplasm	false				
M_r1161	L-arginine		C_2	Extracellular	false				
M_r1162	L-arginino-succinate		C_1	Cytoplasm	false				
M_r65	L-arginyl-tRNAarg		C_1	Cytoplasm	false				
M_r1163	L-arogenate		C_1	Cytoplasm	false				
M_r1164	L-asparagine		C_1	Cytoplasm	false				
M_r141	L-aspartate		C_3	External	true				
M_r205	L-aspartate		C_3	External	true				
M_r1165	L-aspartate		C_1	Cytoplasm	false				
M_r1166	L-aspartate		C_2	Extracellular	false				
M_r1167	L-aspartate-semialdehyde		C_1	Cytoplasm	false				
M_r1168	L-aspartyl-4-phosphate		C_1	Cytoplasm	false				
M_r1170	L-aspartyl-tRNAAsn		C_1	Cytoplasm	false				
M_r66	L-aspartyl-tRNAasp		C_1	Cytoplasm	false				
M_r1172	L-canaline		C_1	Cytoplasm	false				
M_r142	L-carnitine		C_3	External	true				
M_r243	L-carnitine		C_3	External	true				
M_r300	L-carnitine		C_2	Extracellular	false				
M_r1173	L-carnitine		C_1	Cytoplasm	false				
M_r143	L-cysteine		C_3	External	true				
M_r244	L-cysteine		C_3	External	true				
M_r340	L-cysteine		C_2	Extracellular	false				
M_r1174	L-cysteine		C_1	Cytoplasm	false				
M_r67	L-cysteinyl-tRNAcys		C_1	Cytoplasm	false				
M_r1175	L-erythro-4-hydroxy-glutamate		C_1	Cytoplasm	false				
M_r1145	L-gamma-glutamylcysteine		C_1	Cytoplasm	false				
M_r144	L-glutamate		C_3	External	true				
M_r245	L-glutamate		C_3	External	true				
M_r1176	L-glutamate		C_1	Cytoplasm	false				
M_r1178	L-glutamate		C_2	Extracellular	false				
M_r1177	L-glutamate gamma-semialdehyde		C_1	Cytoplasm	false				
M_r1179	L-glutamate-5-phosphate		C_1	Cytoplasm	false				
M_r145	L-glutamine		C_3	External	true				
M_r247	L-glutamine		C_3	External	true				
M_r1181	L-glutamine		C_1	Cytoplasm	false				
M_r1182	L-glutamine		C_2	Extracellular	false				
M_r69	L-glutaminyl-tRNAgln		C_1	Cytoplasm	false				
M_r70	L-glutamyl-tRNAglu		C_1	Cytoplasm	false				
M_r1183	L-gulono-1,4-lactone		C_1	Cytoplasm	false				
M_r147	L-histidine		C_3	External	true				
M_r248	L-histidine		C_3	External	true				
M_r1184	L-histidine		C_1	Cytoplasm	false				
M_r1185	L-histidine		C_2	Extracellular	false				
M_r1186	L-histidinol-phosphate		C_1	Cytoplasm	false				
M_r71	L-histidyl-tRNAhis		C_1	Cytoplasm	false				
M_r1187	L-homocysteine		C_1	Cytoplasm	false				
M_r1189	L-iditol		C_1	Cytoplasm	false				
M_r1190	L-idonate		C_1	Cytoplasm	false				
M_r1192	linamarin		C_1	Cytoplasm	false				
M_r1194	lipid A disaccharide		C_1	Cytoplasm	false				
M_r1196	lipid IVA		C_1	Cytoplasm	false				
M_r1198	lipoate		C_1	Cytoplasm	false				
M_r533	lipoate acetyltransferase N6-(dihydrolipoyl)lysine		C_1	Cytoplasm	false				
M_r531	lipoate acetyltransferase N6-(lipoyl)lysine		C_1	Cytoplasm	false				
M_r536	lipoate acetyltransferase N6-(S-acetyldihydrolipoyl)lysine		C_1	Cytoplasm	false				
M_r148	L-isoleucine		C_3	External	true				
M_r249	L-isoleucine		C_3	External	true				
M_r330	L-isoleucine		C_2	Extracellular	false				
M_r1199	L-isoleucine		C_1	Cytoplasm	false				
M_r72	L-isoleucyl-tRNAile		C_1	Cytoplasm	false				
M_r149	L-lactate		C_3	External	true				
M_r250	L-lactate		C_3	External	true				
M_r302	L-lactate		C_2	Extracellular	false				
M_r1201	L-lactate		C_1	Cytoplasm	false				
M_r150	L-leucine		C_3	External	true				
M_r251	L-leucine		C_3	External	true				
M_r329	L-leucine		C_2	Extracellular	false				
M_r1204	L-leucine		C_1	Cytoplasm	false				
M_r73	L-leucyl-tRNAleu		C_1	Cytoplasm	false				
M_r151	L-lysine		C_3	External	true				
M_r252	L-lysine		C_3	External	true				
M_r341	L-lysine		C_2	Extracellular	false				
M_r1205	L-lysine		C_1	Cytoplasm	false				
M_r74	L-lysyl-tRNAlys		C_1	Cytoplasm	false				
M_r153	L-methionine		C_3	External	true				
M_r254	L-methionine		C_3	External	true				
M_r336	L-methionine		C_2	Extracellular	false				
M_r1206	L-methionine		C_1	Cytoplasm	false				
M_r460	L-methionyl-tRNAfmet		C_1	Cytoplasm	false				
M_r75	L-methionyl-tRNAmet		C_1	Cytoplasm	false				
M_r484	L-O-phosphoserine		C_1	Cytoplasm	false				
M_r174	L-ornithine		C_3	External	true				
M_r266	L-ornithine		C_3	External	true				
M_r1207	L-ornithine		C_1	Cytoplasm	false				
M_r1208	L-ornithine		C_2	Extracellular	false				
M_r1209	L-pantoate		C_1	Cytoplasm	false				
M_r154	L-phenylalanine		C_3	External	true				
M_r255	L-phenylalanine		C_3	External	true				
M_r338	L-phenylalanine		C_2	Extracellular	false				
M_r1210	L-phenylalanine		C_1	Cytoplasm	false				
M_r76	L-phenylalanyl-tRNAphe		C_1	Cytoplasm	false				
M_r155	L-proline		C_3	External	true				
M_r256	L-proline		C_3	External	true				
M_r1211	L-proline		C_1	Cytoplasm	false				
M_r1212	L-proline		C_2	Extracellular	false				
M_r77	L-prolyl-tRNApro		C_1	Cytoplasm	false				
M_r156	L-serine		C_3	External	true				
M_r258	L-serine		C_3	External	true				
M_r1213	L-serine		C_1	Cytoplasm	false				
M_r1215	L-serine		C_2	Extracellular	false				
M_r80	L-seryl-tRNAsec		C_1	Cytoplasm	false				
M_r78	L-seryl-tRNAser		C_1	Cytoplasm	false				
M_r158	L-threonine		C_3	External	true				
M_r259	L-threonine		C_3	External	true				
M_r339	L-threonine		C_2	Extracellular	false				
M_r1216	L-threonine		C_1	Cytoplasm	false				
M_r81	L-threonyl-tRNAthr		C_1	Cytoplasm	false				
M_r337	L-tryptophan		C_2	Extracellular	false				
M_r345	L-tryptophan		C_3	External	true				
M_r347	L-tryptophan		C_3	External	true				
M_r1217	L-tryptophan		C_1	Cytoplasm	false				
M_r82	L-tryptophanyl-tRNAtrp		C_1	Cytoplasm	false				
M_r159	L-tyrosine		C_3	External	true				
M_r260	L-tyrosine		C_3	External	true				
M_r331	L-tyrosine		C_2	Extracellular	false				
M_r1218	L-tyrosine		C_1	Cytoplasm	false				
M_r83	L-tyrosyl-tRNAtyr		C_1	Cytoplasm	false				
M_r160	L-valine		C_3	External	true				
M_r261	L-valine		C_3	External	true				
M_r333	L-valine		C_2	Extracellular	false				
M_r1219	L-valine		C_1	Cytoplasm	false				
M_r84	L-valyl-tRNAval		C_1	Cytoplasm	false				
M_r152	malate		C_3	External	true				
M_r253	malate		C_3	External	true				
M_r303	malate		C_2	Extracellular	false				
M_r1220	malate		C_1	Cytoplasm	false				
M_r1222	maleate		C_1	Cytoplasm	false				
M_r162	malonate		C_3	External	true				
M_r262	malonate		C_3	External	true				
M_r1223	malonate		C_1	Cytoplasm	false				
M_r1226	malonate		C_2	Extracellular	false				
M_r1224	malonate semialdehyde		C_1	Cytoplasm	false				
M_r58	malonylACP		C_1	Cytoplasm	false				
M_r1227	malonyl-CoA		C_1	Cytoplasm	false				
M_r165	maltose		C_3	External	true				
M_r305	maltose		C_2	Extracellular	false				
M_r1231	maltose		C_1	Cytoplasm	false				
M_r1232	maltotetraose		C_1	Cytoplasm	false				
M_r1233	maltotriose		C_1	Cytoplasm	false				
M_r117	mannitol		C_3	External	true				
M_r222	mannitol		C_3	External	true				
M_r289	mannitol		C_2	Extracellular	false				
M_r1235	mannitol		C_1	Cytoplasm	false				
M_r118	mannose		C_3	External	true				
M_r291	mannose		C_2	Extracellular	false				
M_r1237	mannose		C_1	Cytoplasm	false				
M_r1238	mannose-6-phosphate		C_1	Cytoplasm	false				
M_r1239	mannuronate		C_1	Cytoplasm	false				
M_r1243	meso-diaminopimelate		C_1	Cytoplasm	false				
M_r313	methanesulfonate		C_1	Cytoplasm	false				
M_r314	methanesulfonate		C_2	Extracellular	false				
M_r315	methanesulfonate		C_3	External	true				
M_r1244	methanethiol		C_1	Cytoplasm	false				
M_r1246	methionol		C_1	Cytoplasm	false				
M_r1248	methionyl peptide		C_1	Cytoplasm	false				
M_r1249	methylacrylyl-CoA		C_1	Cytoplasm	false				
M_r1250	methylglyoxal		C_1	Cytoplasm	false				
M_r1251	methylisocitrate		C_1	Cytoplasm	false				
M_r1252	methylmalonate-semialdehyde		C_1	Cytoplasm	false				
M_r161	Mg2+		C_3	External	true				
M_r1254	Mg2+		C_1	Cytoplasm	false				
M_r1255	Mg2+		C_2	Extracellular	false				
M_r1256	Mg-protoporphyrin		C_1	Cytoplasm	false				
M_r166	Mn2+		C_3	External	true				
M_r306	Mn2+		C_1	Cytoplasm	false				
M_r307	Mn2+		C_2	Extracellular	false				
M_r167	Mo2+		C_3	External	true				
M_r1261	Mo2+		C_1	Cytoplasm	false				
M_r1262	Mo2+		C_2	Extracellular	false				
M_r1263	molybdopterin		C_1	Cytoplasm	false				
M_r1264	molybdopterin guanine dinucleotide		C_1	Cytoplasm	false				
M_r1266	morphine		C_1	Cytoplasm	false				
