orgId	KBaseGenome	KBaseGenome ID	Name	Group	Condition	Description	Condition ID (Kbase ExpMatrix)	Kbase Media	Notes
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set1IT077	carbon source	Sodium D-Lactate	D-Lactate (C)	set1IT077 D-Lactate (C)	C-D-Lactate	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set1IT035	carbon source	Sodium D-Lactate	D-Lactate (C)	set1IT035 D-Lactate (C)	C-D-Lactate	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT059	carbon source	Sodium D-Lactate	D-Lactate (C)	set2IT059 D-Lactate (C)	C-D-Lactate	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H4	carbon source	D-Maltose monohydrate	D-Maltose	set1H4 D-Maltose	Carbon-Maltose	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H16	carbon source	D-Maltose monohydrate	D-Maltose	set2H16 D-Maltose	Carbon-Maltose	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H10	carbon source	D-Maltose monohydrate	D-Maltose (C)	set10H10 D-Maltose (C)	Carbon-Maltose	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H42	carbon source	D-Maltose monohydrate	D-Maltose (C)	set10H42 D-Maltose (C)	Carbon-Maltose	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H9	carbon source	D-Maltose monohydrate	D-Maltose (C)	set10H9 D-Maltose (C)	Carbon-Maltose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT003	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1IT003 D-Maltose (C)	Carbon-Maltose	
Keio	Escherichia_coli_str._K-12_substr._MG1683	GCF_000005845.2	set1IT009	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1IT009 D-Maltose (C)	Carbon-Maltose	
Keio	Escherichia_coli_str._K-12_substr._MG1684	GCF_000005845.2	set1IT010	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1IT010 D-Maltose (C)	Carbon-Maltose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT020	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1IT020 D-Maltose (C)	Carbon-Maltose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT037	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1IT037 D-Maltose (C)	Carbon-Maltose	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set3H28	carbon source	D-Maltose monohydrate	D-Maltose (C)	set3H28 D-Maltose (C)	Carbon-Maltose	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set3H7	carbon source	D-Maltose monohydrate	D-Maltose (C)	set3H7 D-Maltose (C)	Carbon-Maltose	
ANA3	Shewanella_sp._ANA-3	GCF_000203935.1	set1H27	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1H27 D-Maltose (C)	Carbon-Maltose	
ANA3	Shewanella_sp._ANA-3	GCF_000203935.1	set1H43	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1H43 D-Maltose (C)	Carbon-Maltose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT077	carbon source	D-Maltose monohydrate	D-Maltose (C)	set2IT077 D-Maltose (C)	Carbon-Maltose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT094	carbon source	D-Maltose monohydrate	D-Maltose (C)	set2IT094 D-Maltose (C)	Carbon-Maltose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT015	carbon source	D-Maltose monohydrate	D-Maltose (C)	set3IT015 D-Maltose (C)	Carbon-Maltose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set4IT086	carbon source	D-Maltose monohydrate	D-Maltose (C)	set4IT086 D-Maltose (C)	Carbon-Maltose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT032	carbon source	D-Maltose monohydrate	D-Maltose (C)	set5IT032 D-Maltose (C)	Carbon-Maltose	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT047	carbon source	D-Maltose monohydrate	D-Maltose (C)	set2IT047 D-Maltose (C)	Carbon-Maltose	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT060	carbon source	D-Maltose monohydrate	D-Maltose (C)	set2IT060 D-Maltose (C)	Carbon-Maltose	
PV4	Shewanella_loihica_PV-4	GCF_000016065.1	set1H47	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1H47 D-Maltose (C)	Carbon-Maltose	
PV4	Shewanella_loihica_PV-4	GCF_000016065.1	set1H48	carbon source	D-Maltose monohydrate	D-Maltose (C)	set1H48 D-Maltose (C)	Carbon-Maltose	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H13	carbon source	D-Mannitol	D-Mannitol	set1H13 D-Mannitol	Carbon-D-Mannitol	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H25	carbon source	D-Mannitol	D-Mannitol	set2H25 D-Mannitol	Carbon-D-Mannitol	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT008	carbon source	D-Mannitol	D-Mannitol (C)	set1IT008 D-Mannitol (C)	Carbon-D-Mannitol	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set1IT014	carbon source	D-Mannitol	D-Mannitol (C)	set1IT014 D-Mannitol (C)	Carbon-D-Mannitol	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT025	carbon source	D-Mannitol	D-Mannitol (C)	set1IT025 D-Mannitol (C)	Carbon-D-Mannitol	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT042	carbon source	D-Mannitol	D-Mannitol (C)	set1IT042 D-Mannitol (C)	Carbon-D-Mannitol	
Keio	Escherichia_coli_str._K-12_substr._MG1685	GCF_000005845.2	set1IT043	carbon source	D-Mannitol	D-Mannitol (C)	set1IT043 D-Mannitol (C)	Carbon-D-Mannitol	
Keio	Escherichia_coli_str._K-12_substr._MG1686	GCF_000005845.2	set1IT044	carbon source	D-Mannitol	D-Mannitol (C)	set1IT044 D-Mannitol (C)	Carbon-D-Mannitol	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT084	carbon source	D-Mannitol	D-Mannitol (C)	set2IT084 D-Mannitol (C)	Carbon-D-Mannitol	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT005	carbon source	D-Mannitol	D-Mannitol (C)	set3IT005 D-Mannitol (C)	Carbon-D-Mannitol	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT022	carbon source	D-Mannitol	D-Mannitol (C)	set3IT022 D-Mannitol (C)	Carbon-D-Mannitol	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT050	carbon source	D-Mannitol	D-Mannitol (C)	set2IT050 D-Mannitol (C)	Carbon-D-Mannitol	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H33	carbon source	D-Mannitol	D-Mannitol (C)	set5H33 D-Mannitol (C)	Carbon-D-Mannitol	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H34	carbon source	D-Mannitol	D-Mannitol (C)	set5H34 D-Mannitol (C)	Carbon-D-Mannitol	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set2IT012	carbon source	D-Mannitol	D-Mannitol (C)	set2IT012 D-Mannitol (C)	Carbon-D-Mannitol	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set2IT030	carbon source	D-Mannitol	D-Mannitol (C)	set2IT030 D-Mannitol (C)	Carbon-D-Mannitol	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT065	carbon source	D-Mannitol	D-Mannitol (C)	set2IT065 D-Mannitol (C)	Carbon-D-Mannitol	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT086	carbon source	D-Mannitol	D-Mannitol (C)	set2IT086 D-Mannitol (C)	Carbon-D-Mannitol	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H28	carbon source	D-Mannose	D-Mannose	set1H28 D-Mannose	Carbon-D-Mannose	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H40	carbon source	D-Mannose	D-Mannose	set2H40 D-Mannose	Carbon-D-Mannose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT017	carbon source	D-Mannose	D-Mannose (C)	set1IT017 D-Mannose (C)	Carbon-D-Mannose	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set1IT029	carbon source	D-Mannose	D-Mannose (C)	set1IT029 D-Mannose (C)	Carbon-D-Mannose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT034	carbon source	D-Mannose	D-Mannose (C)	set1IT034 D-Mannose (C)	Carbon-D-Mannose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT051	carbon source	D-Mannose	D-Mannose (C)	set1IT051 D-Mannose (C)	Carbon-D-Mannose	
Keio	Escherichia_coli_str._K-12_substr._MG1687	GCF_000005845.2	set1IT065	carbon source	D-Mannose	D-Mannose (C)	set1IT065 D-Mannose (C)	Carbon-D-Mannose	
Keio	Escherichia_coli_str._K-12_substr._MG1688	GCF_000005845.2	set1IT066	carbon source	D-Mannose	D-Mannose (C)	set1IT066 D-Mannose (C)	Carbon-D-Mannose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT089	carbon source	D-Mannose	D-Mannose (C)	set2IT089 D-Mannose (C)	Carbon-D-Mannose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT010	carbon source	D-Mannose	D-Mannose (C)	set3IT010 D-Mannose (C)	Carbon-D-Mannose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT027	carbon source	D-Mannose	D-Mannose (C)	set3IT027 D-Mannose (C)	Carbon-D-Mannose	
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set1IT028	carbon source	D-Mannose	D-Mannose (C)	set1IT028 D-Mannose (C)	Carbon-D-Mannose	
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set2IT060	carbon source	D-Mannose	D-Mannose (C)	set2IT060 D-Mannose (C)	Carbon-D-Mannose	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT057	carbon source	D-Mannose	D-Mannose (C)	set2IT057 D-Mannose (C)	Carbon-D-Mannose	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT070	carbon source	D-Mannose	D-Mannose (C)	set2IT070 D-Mannose (C)	Carbon-D-Mannose	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set6IT023	carbon source	D-Mannose	D-Mannose (C)	set6IT023 D-Mannose (C)	Carbon-D-Mannose	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set7IT072	carbon source	D-Mannose	D-Mannose (C)	set7IT072 D-Mannose (C)	Carbon-D-Mannose	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT017	carbon source	D-Mannose	D-Mannose (C)	set5IT017 D-Mannose (C)	Carbon-D-Mannose	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set3IT020	carbon source	D-Mannose	D-Mannose (C)	set3IT020 D-Mannose (C)	Carbon-D-Mannose	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set3IT029	carbon source	D-Mannose	D-Mannose (C)	set3IT029 D-Mannose (C)	Carbon-D-Mannose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT005	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)	set1IT005 D-Raffinose (C)	Carbon-D-Raffinose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT022	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)	set1IT022 D-Raffinose (C)	Carbon-D-Raffinose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT039	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)	set1IT039 D-Raffinose (C)	Carbon-D-Raffinose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT080	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)	set2IT080 D-Raffinose (C)	Carbon-D-Raffinose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT001	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)	set3IT001 D-Raffinose (C)	Carbon-D-Raffinose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT018	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)	set3IT018 D-Raffinose (C)	Carbon-D-Raffinose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set4IT089	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)	set4IT089 D-Raffinose (C)	Carbon-D-Raffinose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT035	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)	set5IT035 D-Raffinose (C)	Carbon-D-Raffinose	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set1IT007	carbon source	D-Ribose	D-Ribose (C)	set1IT007 D-Ribose (C)	Carbon-D-Ribose	
Keio	Escherichia_coli_str._K-12_substr._MG1689	GCF_000005845.2	set1IT015	carbon source	D-Ribose	D-Ribose (C)	set1IT015 D-Ribose (C)	Carbon-D-Ribose	
Keio	Escherichia_coli_str._K-12_substr._MG1690	GCF_000005845.2	set1IT016	carbon source	D-Ribose	D-Ribose (C)	set1IT016 D-Ribose (C)	Carbon-D-Ribose	
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set1IT007	carbon source	D-Ribose	D-Ribose (C)	set1IT007 D-Ribose (C)	Carbon-D-Ribose	
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set1IT035	carbon source	D-Ribose	D-Ribose (C)	set1IT035 D-Ribose (C)	Carbon-D-Ribose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set4IT092	carbon source	D-Ribose	D-Ribose (C)	set4IT092 D-Ribose (C)	Carbon-D-Ribose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT038	carbon source	D-Ribose	D-Ribose (C)	set5IT038 D-Ribose (C)	Carbon-D-Ribose	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set1IT056	carbon source	D-Ribose	D-Ribose (C)	set1IT056 D-Ribose (C)	Carbon-D-Ribose	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set1IT071	carbon source	D-Ribose	D-Ribose (C)	set1IT071 D-Ribose (C)	Carbon-D-Ribose	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set1IT027	carbon source	D-Ribose	D-Ribose (C)	set1IT027 D-Ribose (C)	Carbon-D-Ribose	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT051	carbon source	D-Ribose	D-Ribose (C)	set2IT051 D-Ribose (C)	Carbon-D-Ribose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT015	carbon source	D-Salicin	D-Salicin (C)	set1IT015 D-Salicin (C)	Carbon-Salicin	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT032	carbon source	D-Salicin	D-Salicin (C)	set1IT032 D-Salicin (C)	Carbon-Salicin	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT049	carbon source	D-Salicin	D-Salicin (C)	set1IT049 D-Salicin (C)	Carbon-Salicin	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT087	carbon source	D-Salicin	D-Salicin (C)	set2IT087 D-Salicin (C)	Carbon-Salicin	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT008	carbon source	D-Salicin	D-Salicin (C)	set3IT008 D-Salicin (C)	Carbon-Salicin	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT025	carbon source	D-Salicin	D-Salicin (C)	set3IT025 D-Salicin (C)	Carbon-Salicin	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT025	carbon source	D-Salicin	D-Salicin (C)	set5IT025 D-Salicin (C)	Carbon-Salicin	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT067	carbon source	D-Salicin	D-Salicin (C)	set5IT067 D-Salicin (C)	Carbon-Salicin	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT055	carbon source	D-Salicin	D-Salicin (C)	set2IT055 D-Salicin (C)	Carbon-Salicin	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT068	carbon source	D-Salicin	D-Salicin (C)	set2IT068 D-Salicin (C)	Carbon-Salicin	
Keio	Escherichia_coli_str._K-12_substr._MG1691	GCF_000005845.2	set1IT057	carbon source	D-Serine	D-Serine (C)	set1IT057 D-Serine (C)	Carbon-D-Serine	
Keio	Escherichia_coli_str._K-12_substr._MG1692	GCF_000005845.2	set1IT058	carbon source	D-Serine	D-Serine (C)	set1IT058 D-Serine (C)	Carbon-D-Serine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT017	carbon source	D-Serine	D-Serine (C)	set5IT017 D-Serine (C)	Carbon-D-Serine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT059	carbon source	D-Serine	D-Serine (C)	set5IT059 D-Serine (C)	Carbon-D-Serine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT007	carbon source	D-Serine	D-Serine (C)	set5IT007 D-Serine (C)	Carbon-D-Serine	
Keio	Escherichia_coli_str._K-12_substr._MG1735	GCF_000005845.2	set1IT085	nitrogen source	D-Serine	D-Serine (N)	set1IT085 D-Serine (N)	Nitrogen-D-Serine	
Keio	Escherichia_coli_str._K-12_substr._MG1736	GCF_000005845.2	set1IT086	nitrogen source	D-Serine	D-Serine (N)	set1IT086 D-Serine (N)	Nitrogen-D-Serine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT020	nitrogen source	D-Serine	D-Serine (N)	set6IT020 D-Serine (N)	Nitrogen-D-Serine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT058	nitrogen source	D-Serine	D-Serine (N)	set6IT058 D-Serine (N)	Nitrogen-D-Serine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT022	nitrogen source	D-Serine	D-Serine (N)	set5IT022 D-Serine (N)	Nitrogen-D-Serine	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set1IT016	carbon source	D-Sorbitol	D-Sorbitol (C)	set1IT016 D-Sorbitol (C)	Carbon-D-Sorbitol	
Keio	Escherichia_coli_str._K-12_substr._MG1693	GCF_000005845.2	set1IT051	carbon source	D-Sorbitol	D-Sorbitol (C)	set1IT051 D-Sorbitol (C)	Carbon-D-Sorbitol	
Keio	Escherichia_coli_str._K-12_substr._MG1694	GCF_000005845.2	set1IT052	carbon source	D-Sorbitol	D-Sorbitol (C)	set1IT052 D-Sorbitol (C)	Carbon-D-Sorbitol	
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set1IT022	carbon source	D-Sorbitol	D-Sorbitol (C)	set1IT022 D-Sorbitol (C)	Carbon-D-Sorbitol	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT011	carbon source	D-Sorbitol	D-Sorbitol (C)	set5IT011 D-Sorbitol (C)	Carbon-D-Sorbitol	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT053	carbon source	D-Sorbitol	D-Sorbitol (C)	set5IT053 D-Sorbitol (C)	Carbon-D-Sorbitol	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H37	carbon source	D-Sorbitol	D-Sorbitol (C)	set5H37 D-Sorbitol (C)	Carbon-D-Sorbitol	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H38	carbon source	D-Sorbitol	D-Sorbitol (C)	set5H38 D-Sorbitol (C)	Carbon-D-Sorbitol	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT070	carbon source	D-Sorbitol	D-Sorbitol (C)	set2IT070 D-Sorbitol (C)	Carbon-D-Sorbitol	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT091	carbon source	D-Sorbitol	D-Sorbitol (C)	set2IT091 D-Sorbitol (C)	Carbon-D-Sorbitol	
Keio	Escherichia_coli_str._K-12_substr._MG1695	GCF_000005845.2	set1IT055	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set1IT055 D-Trehalose (C)	Carbon-D-Trehalose	
Keio	Escherichia_coli_str._K-12_substr._MG1696	GCF_000005845.2	set1IT056	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set1IT056 D-Trehalose (C)	Carbon-D-Trehalose	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set3H22	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set3H22 D-Trehalose (C)	Carbon-D-Trehalose	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set3H43	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set3H43 D-Trehalose (C)	Carbon-D-Trehalose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT085	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set2IT085 D-Trehalose (C)	Carbon-D-Trehalose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT006	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set3IT006 D-Trehalose (C)	Carbon-D-Trehalose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT023	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set3IT023 D-Trehalose (C)	Carbon-D-Trehalose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT014	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set5IT014 D-Trehalose (C)	Carbon-D-Trehalose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT056	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set5IT056 D-Trehalose (C)	Carbon-D-Trehalose	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT052	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set2IT052 D-Trehalose (C)	Carbon-D-Trehalose	
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT065	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set2IT065 D-Trehalose (C)	Carbon-D-Trehalose	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H41	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set5H41 D-Trehalose (C)	Carbon-D-Trehalose	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H42	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set5H42 D-Trehalose (C)	Carbon-D-Trehalose	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set2IT020	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set2IT020 D-Trehalose (C)	Carbon-D-Trehalose	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set2IT038	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set2IT038 D-Trehalose (C)	Carbon-D-Trehalose	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT072	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set2IT072 D-Trehalose (C)	Carbon-D-Trehalose	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT093	carbon source	D-Trehalose dihydrate	D-Trehalose (C)	set2IT093 D-Trehalose (C)	Carbon-D-Trehalose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT004	carbon source	D-Xylose	D-Xylose (C)	set1IT004 D-Xylose (C)	Carbon-D-Xylose	
Keio	Escherichia_coli_str._K-12_substr._MG1697	GCF_000005845.2	set1IT011	carbon source	D-Xylose	D-Xylose (C)	set1IT011 D-Xylose (C)	Carbon-D-Xylose	
Keio	Escherichia_coli_str._K-12_substr._MG1698	GCF_000005845.2	set1IT012	carbon source	D-Xylose	D-Xylose (C)	set1IT012 D-Xylose (C)	Carbon-D-Xylose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT021	carbon source	D-Xylose	D-Xylose (C)	set1IT021 D-Xylose (C)	Carbon-D-Xylose	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT038	carbon source	D-Xylose	D-Xylose (C)	set1IT038 D-Xylose (C)	Carbon-D-Xylose	
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set2IT070	carbon source	D-Xylose	D-Xylose (C)	set2IT070 D-Xylose (C)	Carbon-D-Xylose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT078	carbon source	D-Xylose	D-Xylose (C)	set2IT078 D-Xylose (C)	Carbon-D-Xylose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT095	carbon source	D-Xylose	D-Xylose (C)	set2IT095 D-Xylose (C)	Carbon-D-Xylose	
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT016	carbon source	D-Xylose	D-Xylose (C)	set3IT016 D-Xylose (C)	Carbon-D-Xylose	
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set1IT032	carbon source	D-Xylose	D-Xylose (C)	set1IT032 D-Xylose (C)	Carbon-D-Xylose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set4IT088	carbon source	D-Xylose	D-Xylose (C)	set4IT088 D-Xylose (C)	Carbon-D-Xylose	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT034	carbon source	D-Xylose	D-Xylose (C)	set5IT034 D-Xylose (C)	Carbon-D-Xylose	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H11	carbon source	D-Xylose	D-Xylose (C)	set5H11 D-Xylose (C)	Carbon-D-Xylose	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H12	carbon source	D-Xylose	D-Xylose (C)	set5H12 D-Xylose (C)	Carbon-D-Xylose	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set1IT025	carbon source	D-Xylose	D-Xylose (C)	set1IT025 D-Xylose (C)	Carbon-D-Xylose	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT049	carbon source	D-Xylose	D-Xylose (C)	set2IT049 D-Xylose (C)	Carbon-D-Xylose	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H10	carbon source	Sodium D,L-Lactate	D,L-Lactate	set1H10 D,L-Lactate		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H32	carbon source	Sodium D,L-Lactate	D,L-Lactate	set1H32 D,L-Lactate		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H45	carbon source	Sodium D,L-Lactate	D,L-Lactate	set1H45 D,L-Lactate		
