orgId	KBaseGenome	KBaseGenome ID	Name	Group	Condition	Description	Condition ID (Kbase ExpMatrix)	Kbase Media	Notes
WCS417	Pseudomonas_simiae	GCF_000698265.1	set6IT095	carbon source	2-Deoxy-D-ribonic acid lithium salt	2-Deoxy-D-ribonic lithium salt (C)	set6IT095 2-Deoxy-D-ribonic lithium salt (C)		
WCS417	Pseudomonas_simiae	GCF_000698265.1	set1IT033	carbon source	2-Deoxy-D-Ribose	2-Deoxy-D-Ribose (C)	set1IT033 2-Deoxy-D-Ribose (C)		
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT057	carbon source	2-Deoxy-D-Ribose	2-Deoxy-D-Ribose (C)	set2IT057 2-Deoxy-D-Ribose (C)		
WCS417	Pseudomonas_simiae	GCF_000698265.1	set6IT093	carbon source	2-Deoxy-D-Ribose	2-Deoxy-D-Ribose (C)	set6IT093 2-Deoxy-D-Ribose (C)		
WCS417	Pseudomonas_simiae	GCF_000698265.1	set6IT094	carbon source	2-Deoxy-D-Ribose	2-Deoxy-D-Ribose (C)	set6IT094 2-Deoxy-D-Ribose (C)		
Miya	Desulfovibrio_vulgaris_str.__Miyazaki_F_	GCF_000021385.1	set6IT033	carbon source	Sodium D,L-Lactate	20 mM Lactate (C)	set6IT033 20 mM Lactate (C)		
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set1IT040	carbon source	4-Hydroxybenzoic Acid	4-Hydroxybenzoic Acid (C)	set1IT040 4-Hydroxybenzoic Acid (C)		
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set2IT069	carbon source	4-Hydroxybenzoic Acid	4-Hydroxybenzoic Acid (C)	set2IT069 4-Hydroxybenzoic Acid (C)		
Putida	Pseudomonas_putida_KT2440	GCF_000007565.2	set1IT082	carbon source	4-Hydroxyvalerate	4-Hydroxyvalerate (C) (40mM)	set1IT082 4-Hydroxyvalerate (C) (40mM)		
Putida	Pseudomonas_putida_KT2440	GCF_000007565.2	set1IT083	carbon source	4-Hydroxyvalerate	4-Hydroxyvalerate (C) (40mM)	set1IT083 4-Hydroxyvalerate (C) (40mM)		
Miya	Desulfovibrio_vulgaris_str.__Miyazaki_F_	GCF_000021385.1	set6IT034	carbon source	Sodium D,L-Lactate	60 mM Lactate (C)	set6IT034 60 mM Lactate (C)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT006	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)	set1IT006 a-Cyclodextrin (C)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT023	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)	set1IT023 a-Cyclodextrin (C)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT040	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)	set1IT040 a-Cyclodextrin (C)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT082	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)	set2IT082 a-Cyclodextrin (C)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT003	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)	set3IT003 a-Cyclodextrin (C)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT020	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)	set3IT020 a-Cyclodextrin (C)		
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set4IT091	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)	set4IT091 a-Cyclodextrin (C)		
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT037	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)	set5IT037 a-Cyclodextrin (C)		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H5	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric	set1H5 a-Ketoglutaric		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H17	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric	set2H17 a-Ketoglutaric		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H11	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set10H11 a-Ketoglutaric (C)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H12	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set10H12 a-Ketoglutaric (C)		
Keio	Escherichia_coli_str._K-12_substr._MG1655	GCF_000005845.2	set1IT019	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT019 a-Ketoglutaric (C)		glucose-minmal replace Glu with a ketoglutaric
Keio	Escherichia_coli_str._K-12_substr._MG1656	GCF_000005845.2	set1IT020	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT020 a-Ketoglutaric (C)		glucose-minmal replace Glu with a ketoglutaric
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set1IT031	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT031 a-Ketoglutaric (C)		
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set1IT069	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT069 a-Ketoglutaric (C)		
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set1IT072	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT072 a-Ketoglutaric (C)		
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set2IT059	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set2IT059 a-Ketoglutaric (C)		
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set3H30	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set3H30 a-Ketoglutaric (C)		
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set3H9	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set3H9 a-Ketoglutaric (C)		
PS	Dechlorosoma_suillum_PS	GCF_000236665.1	set6IT035	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set6IT035 a-Ketoglutaric (C)		
PS	Dechlorosoma_suillum_PS	GCF_000236665.1	set6IT041	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set6IT041 a-Ketoglutaric (C)		
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set1IT009	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT009 a-Ketoglutaric (C)		
HerbieS	Herbaspirillum_seropedicae_SmR1	GCF_000143225.1	set1IT037	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT037 a-Ketoglutaric (C)		
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set3H11	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set3H11 a-Ketoglutaric (C)		
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set3H34	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set3H34 a-Ketoglutaric (C)		
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H13	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set5H13 a-Ketoglutaric (C)		
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H14	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set5H14 a-Ketoglutaric (C)		
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set1IT057	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT057 a-Ketoglutaric (C)		
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set1IT072	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT072 a-Ketoglutaric (C)		
PV4	Shewanella_loihica_PV-4	GCF_000016065.1	set1H37	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1H37 a-Ketoglutaric (C)		
PV4	Shewanella_loihica_PV-4	GCF_000016065.1	set1H42	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1H42 a-Ketoglutaric (C)		
WCS417	Pseudomonas_simiae	GCF_000698265.1	set1IT028	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set1IT028 a-Ketoglutaric (C)		
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT052	carbon source	a-Ketoglutaric acid disodium salt hydrate	a-Ketoglutaric (C)	set2IT052 a-Ketoglutaric (C)		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H6	carbon source	Potassium acetate	acetate	set1H6 acetate	C-acetate	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H18	carbon source	Potassium acetate	acetate	set2H18 acetate	C-acetate	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H15	carbon source	Potassium acetate	acetate (C)	set10H15 acetate (C)	C-acetate	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set10H16	carbon source	Potassium acetate	acetate (C)	set10H16 acetate (C)	C-acetate	
Keio	Escherichia_coli_str._K-12_substr._MG1709	GCF_000005845.2	set1IT027	carbon source	Potassium acetate	acetate (C)	set1IT027 acetate (C)	C-acetate	
Keio	Escherichia_coli_str._K-12_substr._MG1710	GCF_000005845.2	set1IT028	carbon source	Potassium acetate	acetate (C)	set1IT028 acetate (C)	C-acetate	
ANA3	Shewanella_sp._ANA-3	GCF_000203935.1	set1H26	carbon source	Potassium acetate	acetate (C)	set1H26 acetate (C)	C-acetate	
ANA3	Shewanella_sp._ANA-3	GCF_000203935.1	set1H42	carbon source	Potassium acetate	acetate (C)	set1H42 acetate (C)	C-acetate	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set4IT096	carbon source	Potassium acetate	acetate (C)	set4IT096 acetate (C)	C-acetate	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT042	carbon source	Potassium acetate	acetate (C)	set5IT042 acetate (C)	C-acetate	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set3H35	carbon source	Potassium acetate	acetate (C)	set3H35 acetate (C)	C-acetate	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H15	carbon source	Potassium acetate	acetate (C)	set5H15 acetate (C)	C-acetate	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set5H16	carbon source	Potassium acetate	acetate (C)	set5H16 acetate (C)	C-acetate	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set1IT059	carbon source	Potassium acetate	acetate (C)	set1IT059 acetate (C)	C-acetate	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set1IT074	carbon source	Potassium acetate	acetate (C)	set1IT074 acetate (C)	C-acetate	
PV4	Shewanella_loihica_PV-4	GCF_000016065.1	set1H36	carbon source	Potassium acetate	acetate (C)	set1H36 acetate (C)	C-acetate	
PV4	Shewanella_loihica_PV-4	GCF_000016065.1	set1H41	carbon source	Potassium acetate	acetate (C)	set1H41 acetate (C)	C-acetate	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set1IT031	carbon source	Potassium acetate	acetate (C)	set1IT031 acetate (C)	C-acetate	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set2IT055	carbon source	Potassium acetate	acetate (C)	set2IT055 acetate (C)	C-acetate	
Putida	Pseudomonas_putida_KT2452	GCF_000007565.2	set1IT084	carbon source	Potassium acetate	Acetate Carbon Source (20mM)	set1IT084 Acetate Carbon Source (20mM)	C-acetate	
Putida	Pseudomonas_putida_KT2453	GCF_000007565.2	set1IT085	carbon source	Potassium acetate	Acetate Carbon Source (20mM)	set1IT085 Acetate Carbon Source (20mM)	C-acetate	
Putida	Pseudomonas_putida_KT2454	GCF_000007565.2	set1IT086	carbon source	Potassium acetate	Acetate Carbon Source (5mM)	set1IT086 Acetate Carbon Source (5mM)		Low concentration
Putida	Pseudomonas_putida_KT2455	GCF_000007565.2	set1IT087	carbon source	Potassium acetate	Acetate Carbon Source (5mM)	set1IT087 Acetate Carbon Source (5mM)		Low concentration
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H21	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)	set13H21 Adenine (N)	Nitrogen-Adenine	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H22	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)	set13H22 Adenine (N)	Nitrogen-Adenine	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set2H32	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)	set2H32 Adenine (N)	Nitrogen-Adenine	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set5IT051	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)	set5IT051 Adenine (N)	Nitrogen-Adenine	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set5IT070	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)	set5IT070 Adenine (N)	Nitrogen-Adenine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT033	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)	set5IT033 Adenine (N)	Nitrogen-Adenine	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set5IT086	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)	set5IT086 Adenine (N)	Nitrogen-Adenine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H23	carbon source	Adenosine	Adenosine	set1H23 Adenosine	Carbon-Adenosine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H35	carbon source	Adenosine	Adenosine	set2H35 Adenosine	Carbon-Adenosine	
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set3H11	carbon source	Adenosine	Adenosine (C)	set3H11 Adenosine (C)	Carbon-Adenosine	
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set4H30	carbon source	Adenosine	Adenosine (C)	set4H30 Adenosine (C)	Carbon-Adenosine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT022	carbon source	Adenosine	Adenosine (C)	set5IT022 Adenosine (C)	Carbon-Adenosine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set5IT064	carbon source	Adenosine	Adenosine (C)	set5IT064 Adenosine (C)	Carbon-Adenosine	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT076	nitrogen source	Adenosine	Adenosine (N)	set1IT076 Adenosine (N)	Nitrogen-Adenosine	
Keio	Escherichia_coli_str._K-12_substr._MG1725	GCF_000005845.2	set2IT005	nitrogen source	Adenosine	Adenosine (N)	set2IT005 Adenosine (N)	Nitrogen-Adenosine	
Keio	Escherichia_coli_str._K-12_substr._MG1726	GCF_000005845.2	set2IT006	nitrogen source	Adenosine	Adenosine (N)	set2IT006 Adenosine (N)	Nitrogen-Adenosine	
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set2IT007	nitrogen source	Adenosine	Adenosine (N)	set2IT007 Adenosine (N)	Nitrogen-Adenosine	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set4IT048	nitrogen source	Adenosine	Adenosine (N)	set4IT048 Adenosine (N)	Nitrogen-Adenosine	
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set5IT069	nitrogen source	Adenosine	Adenosine (N)	set5IT069 Adenosine (N)	Nitrogen-Adenosine	
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT066	nitrogen source	Adenosine	Adenosine (N)	set6IT066 Adenosine (N)	Nitrogen-Adenosine	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set8IT060	nitrogen source	Adenosine	Adenosine (N)	set8IT060 Adenosine (N)	Nitrogen-Adenosine	
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set8IT075	nitrogen source	Adenosine	Adenosine (N)	set8IT075 Adenosine (N)	Nitrogen-Adenosine	
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT032	nitrogen source	Adenosine	Adenosine (N)	set5IT032 Adenosine (N)	Nitrogen-Adenosine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set3H17	nitrogen source	Adenosine	Adenosine (N)	set3H17 Adenosine (N)	Nitrogen-Adenosine	
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set3H37	nitrogen source	Adenosine	Adenosine (N)	set3H37 Adenosine (N)	Nitrogen-Adenosine	
WCS417	Pseudomonas_simiae	GCF_000698265.1	set5IT085	nitrogen source	Adenosine	Adenosine (N)	set5IT085 Adenosine (N)	Nitrogen-Adenosine	
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H25	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set13H25 Ammonium chloride (N)		remove nitrate and add amonium
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set13H26	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set13H26 Ammonium chloride (N)		remove nitrate and add amonium
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT080	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set1IT080 Ammonium chloride (N)		remove nitrate and add amonium
Keio	Escherichia_coli_str._K-12_substr._MG1727	GCF_000005845.2	set2IT009	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set2IT009 Ammonium chloride (N)		remove nitrate and add amonium
Keio	Escherichia_coli_str._K-12_substr._MG1728	GCF_000005845.2	set2IT010	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set2IT010 Ammonium chloride (N)		remove nitrate and add amonium
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set2IT011	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set2IT011 Ammonium chloride (N)		remove nitrate and add amonium
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set2IT033	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set2IT033 Ammonium chloride (N)		remove nitrate and add amonium
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set3IT078	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set3IT078 Ammonium chloride (N)		remove nitrate and add amonium
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set3IT081	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set3IT081 Ammonium chloride (N)		remove nitrate and add amonium
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set5H23	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set5H23 Ammonium chloride (N)		remove nitrate and add amonium
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set5H33	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set5H33 Ammonium chloride (N)		remove nitrate and add amonium
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set5IT058	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set5IT058 Ammonium chloride (N)		remove nitrate and add amonium
Dino	Dinoroseobacter_shibae_DFL_12___DSM_16493	GCF_000018145.1	set5IT077	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set5IT077 Ammonium chloride (N)		remove nitrate and add amonium
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set6H35	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set6H35 Ammonium chloride (N)		remove nitrate and add amonium
MR1	Shewanella_oneidensis_MR-1	GCF_000146165.2	set6H45	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set6H45 Ammonium chloride (N)		remove nitrate and add amonium
Miya	Desulfovibrio_vulgaris_str.__Miyazaki_F_	GCF_000021385.1	set6IT018	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set6IT018 Ammonium chloride (N)		remove nitrate and add amonium
Miya	Desulfovibrio_vulgaris_str.__Miyazaki_F_	GCF_000021385.1	set7IT070	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set7IT070 Ammonium chloride (N)		remove nitrate and add amonium
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT049	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set3IT049 Ammonium chloride (N)		remove nitrate and add amonium
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT068	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set3IT068 Ammonium chloride (N)		remove nitrate and add amonium
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT036	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set6IT036 Ammonium chloride (N)		remove nitrate and add amonium
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT074	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set6IT074 Ammonium chloride (N)		remove nitrate and add amonium
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set8IT063	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set8IT063 Ammonium chloride (N)		remove nitrate and add amonium
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set8IT078	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set8IT078 Ammonium chloride (N)		remove nitrate and add amonium
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT037	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set5IT037 Ammonium chloride (N)		remove nitrate and add amonium
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set3H19	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set3H19 Ammonium chloride (N)		remove nitrate and add amonium
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set3H39	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set3H39 Ammonium chloride (N)		remove nitrate and add amonium
WCS417	Pseudomonas_simiae	GCF_000698265.1	set5IT091	nitrogen source	Ammonium chloride	Ammonium chloride (N)	set5IT091 Ammonium chloride (N)		remove nitrate and add amonium
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT016	carbon source	Beta-Lactose	Beta-Lactose (C)	set1IT016 Beta-Lactose (C)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT033	carbon source	Beta-Lactose	Beta-Lactose (C)	set1IT033 Beta-Lactose (C)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT050	carbon source	Beta-Lactose	Beta-Lactose (C)	set1IT050 Beta-Lactose (C)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set2IT088	carbon source	Beta-Lactose	Beta-Lactose (C)	set2IT088 Beta-Lactose (C)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT009	carbon source	Beta-Lactose	Beta-Lactose (C)	set3IT009 Beta-Lactose (C)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT026	carbon source	Beta-Lactose	Beta-Lactose (C)	set3IT026 Beta-Lactose (C)		
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT056	carbon source	Beta-Lactose	Beta-Lactose (C)	set2IT056 Beta-Lactose (C)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set12H27	carbon source	Sodium butyrate	butyrate (C)	set12H27 butyrate (C)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set12H28	carbon source	Sodium butyrate	butyrate (C)	set12H28 butyrate (C)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set2H39	carbon source	Sodium butyrate	butyrate (C)	set2H39 butyrate (C)		
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set2IT014	carbon source	Sodium butyrate	butyrate (C)	set2IT014 butyrate (C)		
Cup4G11	Cupriavidus_basilensis	GCF_000832305.1	set2IT056	carbon source	Sodium butyrate	butyrate (C)	set2IT056 butyrate (C)		
azobra	Azospirillum_brasilense_Sp245	GCF_000237365.1	set3IT062	carbon source	Sodium butyrate	butyrate (C)	set3IT062 butyrate (C)		
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set6IT047	carbon source	Sodium butyrate	butyrate (C)	set6IT047 butyrate (C)		
Phaeo	Phaeobacter_inhibens_DSM_17395	GCF_000154765.2	set7IT096	carbon source	Sodium butyrate	butyrate (C)	set7IT096 butyrate (C)		
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT018	carbon source	Sodium butyrate	butyrate (C)	set5IT018 butyrate (C)		
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT010	carbon source	Carnitine Hydrochloride	Carnitine Hydrochloride (C)	set5IT010 Carnitine Hydrochloride (C)		
Bfirm	Paraburkholderia_phytofirmans_PsJN	GCF_000020125.1	set3IT071	nitrogen source	Carnitine Hydrochloride	Carnitine Hydrochloride (N)	set3IT071 Carnitine Hydrochloride (N)		
pseudo3_N2E3	Pseudomonas_fluorescens	GCF_001307155.1	set5IT027	nitrogen source	Carnitine Hydrochloride	Carnitine Hydrochloride (N)	set5IT027 Carnitine Hydrochloride (N)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set1IT072	nitrogen source	casamino acids	Casamino Acids (N)	set1IT072 Casamino Acids (N)		
Caulo	Caulobacter_crescentus_NA1000	GCF_000022005.1	set2IT003	nitrogen source	casamino acids	Casamino Acids (N)	set2IT003 Casamino Acids (N)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT046	nitrogen source	casamino acids	Casamino Acids (N)	set3IT046 Casamino Acids (N)		
Cola	Echinicola_vietnamensis_DSM_17526	GCF_000325705.1	set3IT065	nitrogen source	casamino acids	Casamino Acids (N)	set3IT065 Casamino Acids (N)		
Koxy	Klebsiella_sp._M5al	GCF_002090195.1	set6IT024	nitrogen source	casamino acids	Casamino Acids (N)	set6IT024 Casamino Acids (N)		
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set2IT091	nitrogen source	casamino acids	Casamino Acids (N)	set2IT091 Casamino Acids (N)		
Pedo557	Sphingobacteriaceae_bacterium_GW460-11-11-14-LB5	GCF_002151545.1	set3IT019	nitrogen source	casamino acids	Casamino Acids (N)	set3IT019 Casamino Acids (N)		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H20	carbon source	casamino acids	casaminos	set1H20 casaminos		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set1H34	carbon source	casamino acids	casaminos	set1H34 casaminos		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H32	carbon source	casamino acids	casaminos	set2H32 casaminos		
SB2B	Shewanella_amazonensis_SB2B	GCF_000015245.1	set2H46	carbon source	casamino acids	casaminos	set2H46 casaminos		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set12H23	carbon source	casamino acids	casaminos (C)	set12H23 casaminos (C)		
psRCH2	Pseudomonas_stutzeri_RCH2	GCF_000327065.1	set12H24	carbon source	casamino acids	casaminos (C)	set12H24 casaminos (C)		
