ReactionID,Desctiption,Reversible,Virtual,Origin,Destination,Location (interface),SBO_key
R2450_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2451_cl,Transport,YES,NO,cytosol,lysosome,lysosomal membrane,SBO:0000185
R2452_cn,Transport,NO,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2453_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2454_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2455_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2456_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2457_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2458_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2459_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2460_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2461_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2462_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2463_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2464_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2465_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2466_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2467_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2468_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2469_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2470_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2471_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2472_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2473_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2474_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2475_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2476_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2477_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2478_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2479_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2480_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2481_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2482_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2483_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2484_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2485_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2486_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2487_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2488_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2489_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2490_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2491_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2492_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2493_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2494_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2495_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2496_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2497_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2498_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2499_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2500_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2501_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2502_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2503_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2504_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2505_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2506_cl,Transport,NO,NO,cytosol,lysosome,lysosomal membrane,SBO:0000185
R2507_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2508_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2509_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2510_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2511_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2512_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2513_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2514_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2515_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2516_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2517_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2518_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2519_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2520_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2521_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2522_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2523_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2524_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2525_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2526_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2527_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2528_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2529_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2530_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2531_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2532_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2533_lm,Transport,YES,NO,lysosome,mitochondria,lysosomal membrane,SBO:0000185
R2534_cg,Transport,NO,NO,cytosol,Golgi,Golgi membrane,SBO:0000185
R2535_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2536_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2537_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2538_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2539_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2540_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2541_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2542_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2543_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2544_cg,Transport,YES,NO,cytosol,Golgi,Golgi membrane,SBO:0000185
R2545_nc,Transport,NO,NO,nucleus,cytosol,nuclear membrane,SBO:0000185
R2546_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2547_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2548_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2549_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2550_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2551_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2552_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2553_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2554_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2555_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2556_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2557_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2558_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2559_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2560_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2561_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2562_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2563_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2564_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2565_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2566_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2567_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2568_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2569_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2570_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2571_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2572_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2573_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2574_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2575_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2576_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2577_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2578_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2579_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2580_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2581_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2582_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2583_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2584_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2585_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2586_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2587_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2588_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2589_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2590_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2591_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2592_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2593_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2594_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2595_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2596_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2597_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2598_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2599_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2600_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2601_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2602_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2603_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2604_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2605_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2606_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2607_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2608_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2609_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2610_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2611_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2612_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2613_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2614_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2615_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2616_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2617_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2618_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2619_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2620_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2621_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2622_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2623_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2624_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2625_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2626_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2627_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2628_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2629_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2630_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2631_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2632_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2633_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2634_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2635_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2636_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2637_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2638_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2639_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2640_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2641_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2642_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2643_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2644_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2645_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2646_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2647_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2648_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2649_cr,Transport,NO,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2650_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2651_rc,Transport,NO,NO,endoplasmic reticulum,cytosol,endoplasmic reticulum membrane,SBO:0000185
R2652_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2653_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2654_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2655_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2656_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2657_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2658_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2659_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2660_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2661_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2662_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2663_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2664_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2665_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2666_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2667_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2668_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2669_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2670_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2671_lc,Transport,NO,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2672_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2673_gc,Transport,YES,NO,Golgi,cytosol,Golgi membrane,SBO:0000185
R2674_cg,Transport,YES,NO,cytosol,Golgi,Golgi membrane,SBO:0000185
R2675_re,Transport,NO,NO,endoplasmic reticulum,extracellular,endoplasmic reticulum membrane,SBO:0000185
R2676_cr,Transport,NO,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2677_cl,Transport,YES,NO,cytosol,lysosome,lysosomal membrane,SBO:0000185
R2678_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2679_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2680_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2681_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2682_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2683_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2684_cg,Transport,YES,NO,cytosol,Golgi,Golgi membrane,SBO:0000185
R2685_lc,Transport,NO,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2686_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2687_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2688_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2689_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2690_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2691_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2692_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2693_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2694_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2695_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2696_lc,Transport,NO,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2697_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2698_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2699_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2700_cp,Transport,NO,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2701_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2702_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2703_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2704_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2705_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2706_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2707_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2708_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2709_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2710_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2711_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2712_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2713_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2714_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2715_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2716_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2717_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2718_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2719_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2720_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2721_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2722_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2723_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2724_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2725_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2726_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2727_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2728_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2729_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2730_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2731_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2732_cp,Transport,NO,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2733_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2734_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2735_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2736_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2737_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2738_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2739_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2740_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2741_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2742_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2743_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2744_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2745_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2746_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2747_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2748_ge,Transport,NO,NO,Golgi,extracellular,Golgi membrane,SBO:0000185
R2749_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2750_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2751_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2752_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2753_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2754_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2755_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2756_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2757_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2758_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2759_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2760_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2761_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2762_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2763_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2764_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
