ReactionID,Desctiption,Reversible,Virtual,Origin,Destination,Location (interface),SBO_key
R2765_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2766_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2767_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2768_rc,Transport,NO,NO,endoplasmic reticulum,cytosol,endoplasmic reticulum membrane,SBO:0000185
R2769_gc,Transport,NO,NO,Golgi,cytosol,Golgi membrane,SBO:0000185
R2770_lc,Transport,NO,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2771_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2772_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2773_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2774_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2775_cn,Transport,YES,NO,cytosol,nucleus,nuclear membrane,SBO:0000185
R2776_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2777_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2778_cp,Transport,NO,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2779_cr,Transport,NO,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2780_cr,Transport,NO,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2781_cp,Transport,NO,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2782_rc,Transport,NO,NO,endoplasmic reticulum,cytosol,endoplasmic reticulum membrane,SBO:0000185
R2783_pc,Transport,NO,NO,peroxisome,cytosol,peroxisomal membrane,SBO:0000185
R2784_nc,Transport,YES,NO,nucleus,cytosol,nuclear membrane,SBO:0000185
R2785_pc,Transport,NO,NO,peroxisome,cytosol,peroxisomal membrane,SBO:0000185
R2786_rc,Transport,NO,NO,endoplasmic reticulum,cytosol,endoplasmic reticulum membrane,SBO:0000185
R2787_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2788_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2789_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2790_cg,Transport,YES,NO,cytosol,Golgi,Golgi membrane,SBO:0000185
R2791_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2792_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2793_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2794_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2795_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2796_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2797_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2798_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2799_mc,Transport,YES,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2800_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2801_cg,Transport,YES,NO,cytosol,Golgi,Golgi membrane,SBO:0000185
R2802_gc,Transport,NO,NO,Golgi,cytosol,Golgi membrane,SBO:0000185
R2803_mc,Transport,NO,NO,mitochondria,cytosol,mitochondrial membrane,SBO:0000185
R2804_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2805_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2806_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2807_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2808_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2809_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2810_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2811_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2812_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2813_rc,Transport,YES,NO,endoplasmic reticulum,cytosol,endoplasmic reticulum membrane,SBO:0000185
R2814_gc,Transport,NO,NO,Golgi,cytosol,Golgi membrane,SBO:0000185
R2815_nc,Transport,YES,NO,nucleus,cytosol,nuclear membrane,SBO:0000185
R2816_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2817_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2818_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2819_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2820_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2821_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2822_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2823_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2824_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2825_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2826_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2827_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2828_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2829_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2830_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2831_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2832_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2833_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2834_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2835_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2836_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2837_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2838_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2839_cm,Transport,NO,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2840_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2841_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2842_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2843_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2844_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2845_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2846_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2847_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2848_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2849_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2850_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2851_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2852_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2853_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2854_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2855_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2856_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2857_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2858_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2859_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2860_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2861_cp,Transport,YES,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2862_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2863_cl,Transport,YES,NO,cytosol,lysosome,lysosomal membrane,SBO:0000185
R2864_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2865_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2866_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2867_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2868_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2869_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2870_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2871_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2872_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2873_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2874_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2875_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2876_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2877_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2878_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2879_ce,Transport,YES,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2880_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2881_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2882_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2883_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2884_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2885_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2886_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2887_rc,Transport,YES,NO,endoplasmic reticulum,cytosol,endoplasmic reticulum membrane,SBO:0000185
R2888_cg,Transport,YES,NO,cytosol,Golgi,Golgi membrane,SBO:0000185
R2889_cg,Transport,YES,NO,cytosol,Golgi,Golgi membrane,SBO:0000185
R2890_cl,Transport,YES,NO,cytosol,lysosome,lysosomal membrane,SBO:0000185
R2891_cr,Transport,YES,NO,cytosol,endoplasmic reticulum,endoplasmic reticulum membrane,SBO:0000185
R2892_gc,Transport,YES,NO,Golgi,cytosol,Golgi membrane,SBO:0000185
R2893_gc,Transport,YES,NO,Golgi,cytosol,Golgi membrane,SBO:0000185
R2894_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2895_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2896_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2897_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2898_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2899_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2900_lc,Transport,YES,NO,lysosome,cytosol,lysosomal membrane,SBO:0000185
R2901_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2902_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2903_cm,Transport,YES,NO,cytosol,mitochondria,mitochondrial membrane,SBO:0000185
R2904_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2905_ce,Transport,NO,NO,cytosol,extracellular,plasma membrane,SBO:0000185
R2906_ec,Transport,NO,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2907_cp,Transport,NO,NO,cytosol,peroxisome,peroxisomal membrane,SBO:0000185
R2908_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
R2909_ec,Transport,YES,NO,extracellular,cytosol,plasma membrane,SBO:0000185
